Lliga,Temporada,Nom,Equip,Edat,Posició,Partits,Minuts jugats,Gols,Assistències,Targetes grogues,Targetes vermelles,Xuts per partit,Efectivitat passades,Duels aeris guanyats per partit,MVP,Valoració
Anglaterra,2019/2020,Marcus Rashford,Man Utd,26,"MP(CID),DL",31,2655,17,7,3,-,3.1,77.3,0.7,7,7.35
Anglaterra,2019/2020,James Maddison,Leicester,27,MP(CID),29(2),2629,6,3,4,-,2.4,83,0.2,4,7.34
Anglaterra,2019/2020,Harry Kane,Tottenham,30,"MP(C),DL",29,2590,18,2,4,-,2.8,66.7,2.6,4,7.33
Anglaterra,2020/2021,Harry Kane,Tottenham,30,"MP(C),DL",35,3087,23,14,1,-,3.9,69.9,2.2,13,7.79
Anglaterra,2020/2021,Kevin De Bruyne,Man City,32,"ME(CID),DL",23(2),2001,6,12,1,-,3.1,81.7,0.2,8,7.62
Anglaterra,2020/2021,Jack Grealish,Aston Villa,28,"MP(CI),DL",24(2),2184,6,10,6,-,1.9,83.3,1,4,7.56
Anglaterra,2020/2021,Bruno Fernandes,Man Utd,29,ME(CID),35(2),3110,18,12,6,-,3.3,78.3,0.4,6,7.43
Anglaterra,2020/2021,Tomás Soucek,West Ham,29,ME(C),38,3420,10,1,7,1,1.7,75.5,6.2,6,7.36
Anglaterra,2020/2021,Mason Mount,Chelsea,25,ME(CID),32(4),2892,6,5,2,-,2.3,86.5,0.6,4,7.33
Anglaterra,2020/2021,Sadio Mané,Liverpool,32,"MP(CID),DL",31(4),2813,11,7,3,-,2.7,78.7,1,7,7.33
Anglaterra,2020/2021,Ilkay Gündogan,Man City,33,ME(C),23(4),2023,13,2,1,-,2,91.7,0.4,2,7.32
Anglaterra,2020/2021,João Cancelo,Man City,29,"DF(ID),ME(D)",27(1),2302,2,3,5,1,1.2,87.2,1,3,7.30
Anglaterra,2020/2021,Gareth Bale,Tottenham,34,"ME(CID),DL",10(10),923,11,2,1,-,1.9,73.2,1.2,4,7.30
Anglaterra,2021/2022,Kevin De Bruyne,Man City,32,"ME(CID),DL",25(5),2205,15,8,2,-,2.6,82.5,0.4,4,7.64
Anglaterra,2021/2022,Mohamed Salah,Liverpool,31,"MP(CID),DL",30(5),2763,23,13,1,-,4,79.9,0.2,7,7.54
Anglaterra,2021/2022,Son Heung-Min,Tottenham,31,"ME(CID),DL",35,2976,23,7,2,-,2.5,86.5,0.4,6,7.52
Anglaterra,2021/2022,Trent Alexander-Arnold,Liverpool,25,"DF(D),MC,ME(D)",32,2854,2,12,2,-,1.6,78.1,0.5,5,7.51
Anglaterra,2021/2022,Harry Kane,Tottenham,30,"MP(C),DL",36(1),3187,17,9,5,-,3.6,69.9,2,8,7.45
Anglaterra,2021/2022,Rodri,Man City,27,"DF(C),MC",33,2887,7,2,5,-,1.4,91.8,2.6,4,7.44
Anglaterra,2021/2022,João Cancelo,Man City,29,"DF(ID),ME(D)",36,3228,1,7,7,-,2.3,85.3,1.6,5,7.43
Anglaterra,2021/2022,Joël Matip,Liverpool,32,DF(C),31,2790,3,3,2,-,1.1,88.5,3.5,5,7.35
Anglaterra,2021/2022,Phil Foden,Man City,23,"MP(CID),DL",24(4),2133,9,5,1,-,2,87.4,0.2,1,7.30
Anglaterra,2021/2022,Sadio Mané,Liverpool,32,"MP(CID),DL",32(2),2825,16,2,5,-,2.9,77.3,0.9,3,7.29
Anglaterra,2022/2023,Kevin De Bruyne,Man City,32,"ME(CID),DL",28(4),2425,7,16,1,-,2,80.8,0.4,9,7.58
Anglaterra,2022/2023,Erling Haaland,Man City,23,DL,33(2),2779,36,8,5,-,3.5,74.8,1.4,6,7.54
Anglaterra,2022/2023,Harry Kane,Tottenham,30,"MP(C),DL",38,3408,30,3,6,-,3.4,72,1.7,8,7.51
Anglaterra,2022/2023,Bruno Fernandes,Man Utd,29,ME(CID),37,3320,8,8,6,-,2.5,77.7,0.5,6,7.44
Anglaterra,2022/2023,Gabriel Jesus,Arsenal,27,"MP(ID),DL",24(2),2075,11,6,6,-,3,81.5,1.7,4,7.42
Anglaterra,2022/2023,Kieran Trippier,Newcastle,33,"DF(ID),ME(D)",38,3348,1,7,5,-,0.4,76,1.3,8,7.41
Anglaterra,2022/2023,Bukayo Saka,Arsenal,22,"DF(I),ME(CID)",37(1),3195,14,11,6,-,2.3,80.9,0.4,4,7.40
Anglaterra,2022/2023,Solly March,Brighton,29,ME(CID),31(2),2728,7,7,2,-,2.2,78.6,0.9,6,7.38
Anglaterra,2022/2023,Jack Grealish,Man City,28,"MP(CI),DL",23(5),2064,5,7,4,-,1.5,87.6,0.5,3,7.33
Anglaterra,2022/2023,Martin Ødegaard,Arsenal,25,MP(CD),37,3149,15,7,4,-,2.5,84,0.4,7,7.29
Anglaterra,2023/2024,Bukayo Saka,Arsenal,22,"DF(I),ME(CID)",30,2507,14,8,3,-,2.9,82.9,0.7,6,7.61
Anglaterra,2023/2024,Rodri,Man City,27,"DF(C),MC",28,2409,7,7,8,1,2,92.1,1.8,5,7.60
Anglaterra,2023/2024,Phil Foden,Man City,23,"MP(CID),DL",28(2),2456,14,7,1,-,3,88.7,0.2,8,7.47
Anglaterra,2023/2024,Mohamed Salah,Liverpool,31,"MP(CID),DL",24(2),2149,17,9,2,-,3.6,76.1,0.2,4,7.36
Anglaterra,2023/2024,Erling Haaland,Man City,23,DL,25(1),2187,20,5,1,-,3.9,76.8,1.3,4,7.35
Anglaterra,2023/2024,Cole Palmer,Chelsea,21,"MP(CD),DL",22(4),2000,16,9,7,-,3,82.9,-,4,7.34
Anglaterra,2023/2024,Ollie Watkins,Aston Villa,28,"MP(ID),DL",32,2799,19,10,4,-,3,76.1,1.3,7,7.34
Anglaterra,2023/2024,Jérémy Doku,Man City,21,ME(ID),16(7),1401,3,7,3,-,2,86,0.1,5,7.34
Anglaterra,2023/2024,Son Heung-Min,Tottenham,31,"ME(CID),DL",28(1),2410,15,9,1,-,2.4,83.9,0.1,6,7.34
Anglaterra,2023/2024,Declan Rice,Arsenal,25,"DF(C),MC",31(1),2692,6,5,3,-,1.3,91,1.1,3,7.31
França,2009/2010,Nenê,Monaco,42,"MP(CID),DL",34,2997,14,4,5,-,4,66.7,-,8,7.73
França,2009/2010,Laurent Koscielny,Lorient,38,DF(C),35,3118,3,-,3,-,0.3,74.9,1.8,4,7.57
França,2009/2010,Benoît Pedretti,Auxerre,43,ME(C),36,3220,4,4,8,-,1,77.9,0.6,6,7.53
França,2009/2010,Mamadou Niang,Marseille,44,"MP(CID),DL",29(3),2494,18,6,7,-,3.2,76.4,1,4,7.50
França,2009/2010,Yohan Cabaye,Lille,38,ME(C),30(2),2557,13,7,4,1,3.2,76.5,0.3,6,7.50
França,2009/2010,Yoann Gourcuff,Bordeaux,37,ME(CI),26(3),2269,6,7,3,-,2.9,81.5,0.4,5,7.49
França,2009/2010,Cris,Lyon,46,DF(C),34,3060,4,1,7,-,0.6,82,2,5,7.47
França,2009/2010,Wendel,Bordeaux,42,ME(CI),25(6),2205,11,6,3,-,3,81.6,1.1,3,7.42
França,2009/2010,Gervinho,Lille,36,"ME(ID),DL",28(4),2472,13,4,4,-,1.8,80.6,0.1,3,7.39
França,2009/2010,Souleymane Diawara,Marseille,45,DF(C),37,3330,4,1,6,-,0.6,82.8,1.9,1,7.34
França,2010/2011,Nenê,PSG,42,"MP(CID),DL",35,3091,14,9,3,-,3.5,71,0.3,13,7.81
França,2010/2011,Eden Hazard,Lille,33,"ME(CID),DL",35(3),3085,7,10,2,-,1,80.4,0.3,7,7.47
França,2010/2011,Moussa Sow,Lille,38,"ME(ID),DL",33(3),2817,25,3,-,-,2.8,70,1.5,8,7.37
França,2010/2011,Dimitri Payet,Saint-Etienne,37,"ME(CID),DL",28(5),2526,13,3,5,-,2.7,69.6,0.2,7,7.37
França,2010/2011,Yohan Cabaye,Lille,38,ME(C),36,3099,2,8,10,-,2.6,82.5,0.3,1,7.37
França,2010/2011,Emir Spahic,Montpellier,43,DF(C),23,1977,1,1,8,1,0.4,79.4,2.1,1,7.34
França,2010/2011,André Ayew,Marseille,34,"ME(CID),DL",32(5),2797,11,2,6,-,1.9,78.8,1.2,3,7.34
França,2010/2011,Kader Mangane,Rennes,41,"DF(C),MC",29,2576,3,-,3,1,1,78,1.9,2,7.29
França,2010/2011,Marvin Martin,Sochaux,36,ME(C),37,3312,3,19,6,-,1.7,82,0.4,2,7.29
França,2010/2011,Benoît Pedretti,Auxerre,43,ME(C),20,1800,5,4,6,-,1.5,77.8,0.8,4,7.27
França,2011/2012,Nenê,PSG,42,"MP(CID),DL",35,3037,21,11,5,-,2.9,74.8,0.2,14,7.94
França,2011/2012,Eden Hazard,Lille,33,"ME(CID),DL",35(3),3212,20,16,2,-,2.8,81.9,0.1,10,7.80
França,2011/2012,Olivier Giroud,Montpellier,37,DL,36,3202,21,9,6,-,4.5,69.1,3.6,8,7.59
França,2011/2012,Jérémy Ménez,PSG,36,"ME(CID),DL",33,2719,7,13,12,-,2.1,80.4,0.2,5,7.50
França,2011/2012,Étienne Capoue,Toulouse,35,"DF(C),ME(CI)",31(2),2819,3,4,6,1,1.5,76.7,2,5,7.39
França,2011/2012,Javier Pastore,PSG,34,MP(CID),30(3),2645,13,6,4,-,2.6,74.4,0.2,4,7.31
França,2011/2012,Yohan Mollo,Nancy,34,"ME(CID),DL",18(1),1504,3,6,2,-,1.6,77.3,0.7,1,7.29
França,2011/2012,Mathieu Debuchy,Lille,38,"DF(CD),ME(D)",32,2845,5,1,9,1,1.3,77.4,2.1,2,7.29
França,2011/2012,Mathieu Valbuena,Marseille,39,ME(CID),27(6),2345,5,13,7,-,1.7,84.8,0.3,5,7.28
França,2011/2012,Bruno Ecuele Manga,Lorient,35,DF(CD),31(1),2799,2,-,8,-,0.8,82.5,3.1,4,7.28
França,2012/2013,Zlatan Ibrahimovic,PSG,42,DL,33(1),2975,30,8,9,1,4.6,74.7,2,13,7.82
França,2012/2013,Étienne Capoue,Toulouse,35,"DF(C),ME(CI)",34,3016,7,3,7,1,1.3,81,3.4,7,7.53
França,2012/2013,Blaise Matuidi,PSG,37,ME(CI),35(2),3132,5,-,3,1,0.8,88.6,0.9,2,7.42
França,2012/2013,Dimitri Payet,Lille,37,"ME(CID),DL",37(1),3225,12,13,3,-,3.6,76.7,0.2,7,7.39
França,2012/2013,Thiago Silva,PSG,39,DF(C),22,1900,-,-,2,1,0.6,89.5,2.1,2,7.39
França,2012/2013,Hilton,Montpellier,46,DF(C),30,2670,1,-,2,-,0.4,80.8,1.8,2,7.38
França,2012/2013,Lamine Sané,Bordeaux,37,"DF(C),ME(C)",33,2944,1,-,2,1,0.6,83.9,4.5,3,7.36
França,2012/2013,Benoit Cheyrou,Marseille,42,ME(C),25,2116,2,2,2,-,1.2,78,1.6,7,7.35
França,2012/2013,Rémy Cabella,Montpellier,34,"ME(CID),DL",26(5),2289,7,8,7,-,1.9,85.4,0.3,4,7.32
França,2012/2013,André Ayew,Marseille,34,"ME(CID),DL",35,3111,9,3,4,1,2.5,79.4,2.7,3,7.31
França,2013/2014,Zlatan Ibrahimovic,PSG,42,DL,32(1),2774,26,11,7,-,4.9,76.4,2.1,9,7.79
França,2013/2014,Loic Perrin,Saint-Etienne,38,DF(C),34,2981,6,1,4,-,0.6,84.9,4.4,7,7.73
França,2013/2014,Jérémy Toulalan,Monaco,40,"DF(C),ME(C)",29,2504,1,1,6,-,0.7,82.6,2.9,4,7.51
França,2013/2014,Mathieu Bodmer,Nice,41,"DF(C),ME(C)",27,2306,2,1,5,-,0.6,84,3.4,4,7.48
França,2013/2014,Layvin Kurzawa,Monaco,31,"DF(I),ME(I)",28,2406,5,3,3,-,1.4,77.4,1.5,5,7.44
França,2013/2014,James Rodríguez,Monaco,32,"MP(CID),DL",30(4),2644,9,12,1,-,2.7,81.1,0.6,4,7.44
França,2013/2014,Sèrge Aurier,Toulouse,31,"DF(CID),ME(D)",34,3045,6,6,11,-,1.7,76.8,2.7,5,7.42
França,2013/2014,Thiago Silva,PSG,39,DF(C),28,2386,3,-,1,-,0.9,92.7,2.5,3,7.42
França,2013/2014,Marko Basa,Lille,41,DF(C),32,2789,2,2,2,-,0.8,91.1,3.6,5,7.38
França,2013/2014,Rémy Cabella,Montpellier,34,"ME(CID),DL",36(1),3206,14,5,2,-,2.7,79.5,0.5,8,7.36
França,2014/2015,Jordan Amavi,Nice,30,"DF(I),ME(I)",36,3233,4,-,11,-,0.5,74.6,3.1,8,7.74
França,2014/2015,Zlatan Ibrahimovic,PSG,42,DL,23(1),2003,19,6,3,-,3.6,77.9,2.2,6,7.73
França,2014/2015,Alexandre Lacazette,Lyon,32,"ME(CID),DL",33,2849,27,6,6,-,2.9,78.8,1.1,8,7.69
França,2014/2015,Loic Perrin,Saint-Etienne,38,DF(C),27(1),2438,1,-,1,-,0.5,84.3,4.3,5,7.59
França,2014/2015,Nicolas Nkoulou,Marseille,34,DF(C),23(1),2111,2,-,5,-,0.5,90.8,3.4,1,7.59
França,2014/2015,Nabil Fekir,Lyon,30,"MP(CID),DL",34,2776,13,9,7,-,2.6,83.8,0.6,7,7.57
França,2014/2015,Hilton,Montpellier,46,DF(C),37,3330,3,-,3,1,0.7,64,3.4,6,7.57
França,2014/2015,Dimitri Payet,Marseille,37,"ME(CID),DL",35(1),3062,7,16,3,-,2,79.1,0.1,7,7.56
França,2014/2015,Marco Verratti,PSG,31,ME(C),28(4),2460,2,8,11,-,0.4,91.4,0.3,5,7.55
França,2014/2015,Layvin Kurzawa,Monaco,31,"DF(I),ME(I)",25(2),2205,-,4,1,-,1.2,77.5,1.9,6,7.54
França,2015/2016,Zlatan Ibrahimovic,PSG,42,DL,29(2),2553,38,13,1,-,5,78.9,1.4,14,8.29
França,2015/2016,Ángel Di María,PSG,36,"ME(CID),DL",26(3),2134,10,18,-,-,2.4,80.5,-,5,7.94
França,2015/2016,Sèrge Aurier,PSG,31,"DF(CID),ME(D)",21,1887,2,2,8,-,1,88.4,2.8,-,7.75
França,2015/2016,Thiago Silva,PSG,39,DF(C),29(1),2622,1,1,3,-,0.5,94.6,2.4,2,7.65
França,2015/2016,Hatem Ben Arfa,Nice,37,"ME(CD),DL",33(1),2844,17,6,2,-,2.7,79.7,0.2,5,7.58
França,2015/2016,Sofiane Boufal,Lille,30,"MP(CID),DL",27(2),2343,11,4,10,2,1.7,77.1,0.4,6,7.56
França,2015/2016,Ousmane Dembélé,Rennes,26,"MP(CID),DL",22(4),1937,12,5,1,-,2.2,72.3,0.3,7,7.55
França,2015/2016,Ricardo Pereira,Nice,30,"DF(ID),ME(D)",26,2281,-,4,6,-,0.1,84.4,1.9,5,7.48
França,2015/2016,Djibril Sidibé,Lille,31,"DF(CID),ME(D)",36(1),3275,4,3,3,-,1.1,78.5,1.5,3,7.45
França,2015/2016,Gregory van der Wiel,PSG,36,"DF(CD),ME(D)",16(1),1381,2,3,2,-,0.5,89.8,1,-,7.45
França,2016/2017,Alexandre Lacazette,Lyon,32,"ME(CID),DL",28(2),2408,28,3,3,-,2.8,78,0.9,7,7.57
França,2016/2017,Marco Verratti,PSG,31,ME(C),25(3),2158,3,5,6,-,0.4,88.4,0.2,3,7.54
França,2016/2017,Ryad Boudebouz,Montpellier,34,"ME(CID),DL",33,2925,11,9,4,-,1.8,78.8,0.9,7,7.52
França,2016/2017,Fabinho,Monaco,30,"DF(CD),MC",33(4),3071,9,1,8,-,0.8,84.4,1.8,2,7.51
França,2016/2017,Thomas Lemar,Monaco,28,MP(CID),28(6),2612,9,10,1,-,1.7,82.8,0.3,5,7.48
França,2016/2017,Loic Perrin,Saint-Etienne,38,DF(C),26(1),2246,4,1,1,-,0.8,87.7,2.9,3,7.47
França,2016/2017,Maxime Gonalons,Lyon,35,"DF(C),ME(C)",28(1),2432,1,1,7,1,0.7,90,2.8,2,7.44
França,2016/2017,Marçal,Guingamp,35,"DF(CI),ME(I)",31,2689,-,7,3,1,0.5,79.2,1.8,3,7.43
França,2016/2017,Lucas Moura,PSG,31,"MP(CID),DL",29(8),2435,12,5,-,-,1.8,82.7,0.5,4,7.41
França,2016/2017,Thomas Meunier,PSG,32,"DF(D),ME(D)",18(4),1692,1,4,3,-,1,86.2,1.5,1,7.39
França,2017/2018,Neymar,PSG,32,"MP(CID),DL",20,1788,19,13,4,1,4.5,79.6,0.2,12,8.95
França,2017/2018,Florian Thauvin,Marseille,31,"ME(CID),DL",35,2966,22,11,7,-,3.7,78.2,0.4,13,7.93
França,2017/2018,Nabil Fekir,Lyon,30,"MP(CID),DL",28(2),2481,18,8,8,-,3,85.3,0.7,12,7.86
França,2017/2018,Edinson Cavani,PSG,37,"MP(ID),DL",30(2),2589,28,6,3,-,3.3,80.2,0.3,2,7.69
França,2017/2018,Kylian Mbappé,PSG,25,"MP(CID),DL",24(3),2097,13,8,2,-,2.9,83.1,0.3,7,7.54
França,2017/2018,Dimitri Payet,Marseille,37,"ME(CID),DL",28(3),2358,6,13,6,-,1.9,80.6,0.2,4,7.54
França,2017/2018,Fabinho,Monaco,30,"DF(CD),MC",34,3060,7,3,8,-,0.7,86.3,2.9,6,7.51
França,2017/2018,Malcom,Bordeaux,27,MP(CID),32(3),2867,12,7,2,-,2.1,82.1,0.5,8,7.46
França,2017/2018,Dani Alves,PSG,40,"DF(D),ME(CD)",23(2),2063,1,7,7,1,1.1,87.8,0.7,1,7.45
França,2017/2018,Bertrand Traoré,Lyon,28,"MP(D),DL",27(4),2292,13,4,3,-,2.6,82.7,0.9,2,7.43
França,2018/2019,Kylian Mbappé,PSG,25,"MP(CID),DL",24(5),2344,33,7,5,1,4.3,79.4,0.1,9,8.00
França,2018/2019,Téji Savanier,Nimes,32,ME(C),32,2866,6,14,7,1,2.1,71.4,1.6,8,7.89
França,2018/2019,Nicolas Pépé,Lille,28,"MP(CID),DL",37(1),3332,22,11,1,-,3.1,79.1,1.2,13,7.62
França,2018/2019,Ángel Di María,PSG,36,"ME(CID),DL",28(2),2339,12,11,2,-,3.2,78.8,-,2,7.52
França,2018/2019,Youcef Atal,Nice,27,"DF(D),ME(D)",25(4),2261,6,-,8,-,1.2,83.6,1.6,8,7.48
França,2018/2019,Edinson Cavani,PSG,37,"MP(ID),DL",20(1),1676,18,5,1,-,2.5,76.3,0.2,2,7.44
França,2018/2019,Hatem Ben Arfa,Rennes,37,"ME(CD),DL",23(3),2037,7,2,1,-,2.1,85.2,0.2,5,7.35
França,2018/2019,Memphis Depay,Lyon,30,"MP(CI),DL",29(7),2737,10,10,5,-,3.1,80.1,0.3,3,7.34
França,2018/2019,Nabil Fekir,Lyon,30,"MP(CID),DL",24(5),1991,9,7,5,-,3.1,85.2,0.5,5,7.31
França,2018/2019,Flavien Tait,Angers,31,ME(CID),34(2),2995,5,7,2,-,2.4,78.8,0.3,4,7.30
França,2019/2020,Neymar,PSG,32,"MP(CID),DL",15,1322,13,6,2,1,4.7,80.6,0.1,8,8.58
França,2019/2020,Kylian Mbappé,PSG,25,"MP(CID),DL",17(3),1516,18,5,-,-,4.4,80.4,0.2,6,8.14
França,2019/2020,Ángel Di María,PSG,36,"ME(CID),DL",23(3),2005,8,14,2,-,2.8,78.5,-,6,7.75
França,2019/2020,Dimitri Payet,Marseille,37,"ME(CID),DL",22,1937,9,4,5,1,2.9,76.6,0.4,8,7.73
França,2019/2020,Téji Savanier,Montpellier,32,ME(C),18(1),1532,6,2,5,-,1.6,79,1.2,3,7.45
França,2019/2020,Wissam Ben Yedder,Monaco,33,"MP(C),DL",25(1),2173,18,4,2,-,2.5,74.9,0.5,5,7.35
França,2019/2020,Idrissa Gueye,PSG,34,ME(C),19(1),1655,1,2,2,-,0.6,92.7,0.9,1,7.33
França,2019/2020,Marco Verratti,PSG,31,ME(C),15(5),1482,-,5,6,-,0.1,92.5,0.4,-,7.32
França,2019/2020,Mounir Chouiar,Dijon,25,MP(CI),18(2),1514,4,-,3,1,2,76.2,0.7,4,7.30
França,2019/2020,Hassane Kamara,Reims,30,"DF(I),ME(ID)",18(5),1706,2,-,5,-,1.3,83.8,1.2,7,7.23
França,2020/2021,Kylian Mbappé,PSG,25,"MP(CID),DL",27(4),2389,27,7,5,-,3.4,80.7,0.2,6,7.68
França,2020/2021,Andy Delort,Montpellier,32,"MP(D),DL",30,2494,15,9,4,-,3,62.5,4.7,6,7.60
França,2020/2021,Memphis Depay,Lyon,30,"MP(CI),DL",33(4),2932,20,12,4,-,3,76.1,0.4,9,7.56
França,2020/2021,Ángel Di María,PSG,36,"ME(CID),DL",23(4),1863,4,9,1,-,2.2,81.2,-,5,7.33
França,2020/2021,Karl Toko-Ekambi,Lyon,31,"MP(ID),DL",34(1),2830,14,6,3,-,2.6,80.3,1,6,7.32
França,2020/2021,Benjamin André,Lille,33,"DF(D),ME(CID)",35,2903,-,1,10,-,0.5,84.1,2.7,6,7.27
França,2020/2021,Téji Savanier,Montpellier,32,ME(C),26(1),2175,5,5,6,1,2.1,74.4,0.7,6,7.26
França,2020/2021,Gaëtan Laborde,Montpellier,29,"MP(CID),DL",38,3270,16,8,3,-,2.6,67,3.6,4,7.25
França,2020/2021,Marco Verratti,PSG,31,ME(C),16(5),1491,-,2,7,-,0.5,91.7,0.6,2,7.24
França,2020/2021,Fabien Centonze,Metz,28,"DF(D),ME(D)",36,3222,1,-,9,-,0.7,79.5,1.6,1,7.23
França,2021/2022,Kylian Mbappé,PSG,25,"MP(CID),DL",34(1),3032,28,17,10,-,4.2,82.2,0.1,12,8.04
França,2021/2022,Lionel Messi,PSG,36,"MP(CD),DL",24(2),2153,6,14,-,-,3.4,86.7,0.2,5,7.77
França,2021/2022,Neymar,PSG,32,"MP(CID),DL",22,1861,13,6,10,-,2.5,82.2,0.2,2,7.65
França,2021/2022,Benjamin Bourigeaud,Rennes,30,ME(CID),38,3215,11,12,2,-,1.3,76.9,0.4,4,7.44
França,2021/2022,Dimitri Payet,Marseille,37,"ME(CID),DL",28(3),2597,12,10,3,-,2.2,81.8,0.1,6,7.44
França,2021/2022,Martin Terrier,Rennes,27,"MP(CI),DL",37,2805,21,3,1,-,2.4,81.1,1.1,4,7.41
França,2021/2022,Téji Savanier,Montpellier,32,ME(C),28(1),2422,8,7,7,2,2.8,72.4,0.5,8,7.40
França,2021/2022,Aurélien Tchouaméni,Monaco,24,"DF(C),MC",33(2),2933,3,2,9,1,1.6,86.7,2.2,5,7.32
França,2021/2022,Sofiane Boufal,Angers,30,"MP(CID),DL",28(1),2345,8,4,6,-,2.2,78.3,0.4,5,7.27
França,2021/2022,Lucas Paquetá,Lyon,26,"ME(CID),DL",32(3),2713,9,6,3,-,2.5,79.6,1.3,4,7.24
França,2022/2023,Lionel Messi,PSG,36,"MP(CD),DL",32,2842,16,16,-,-,4,83.1,-,14,8.28
França,2022/2023,Kylian Mbappé,PSG,25,"MP(CID),DL",32(2),2822,29,5,6,-,4.4,82.9,0.2,7,7.80
França,2022/2023,Neymar,PSG,32,"MP(CID),DL",18(2),1553,13,11,4,1,1.9,82.7,0.1,3,7.71
França,2022/2023,Alexandre Lacazette,Lyon,32,"ME(CID),DL",34(1),2938,27,5,3,-,3.3,75.5,0.8,5,7.42
França,2022/2023,Rémy Cabella,Lille,34,"ME(CID),DL",28(4),2535,7,10,3,-,1.3,84.3,0.3,5,7.38
França,2022/2023,Téji Savanier,Montpellier,32,ME(C),30,2557,12,4,4,3,2.1,77.9,0.4,7,7.28
França,2022/2023,Enzo Le Fée,Lorient,24,ME(CID),35,3039,5,5,5,-,1.3,84.7,0.3,5,7.26
França,2022/2023,Jonathan David,Lille,24,"MP(C),DL",36(1),3179,24,4,6,-,2.9,82.7,0.4,5,7.18
França,2022/2023,Benjamin André,Lille,33,"DF(D),ME(CID)",33(1),2919,1,1,12,-,0.7,84.3,2.7,3,7.16
França,2022/2023,Benjamin Lecomte,Montpellier,32,POR,19,1710,-,-,-,-,-,60,0.3,1,7.15
França,2023/2024,Kylian Mbappé,PSG,25,"MP(CID),DL",22(4),1935,24,6,3,-,4.2,85.1,-,7,7.70
França,2023/2024,Romain Del Castillo,Brest,28,"MP(CID),DL",27(2),2296,8,8,4,-,1.4,75.9,0.8,7,7.46
França,2023/2024,Téji Savanier,Montpellier,32,ME(C),29,2532,8,5,6,-,2.7,75.8,0.7,5,7.33
França,2023/2024,Aleksandr Golovin,Monaco,27,ME(CID),25,2155,6,6,9,1,1.8,80.7,0.5,3,7.30
França,2023/2024,Pierre Lees-Melou,Brest,30,ME(CID),27,2403,4,-,9,1,1.9,86.4,0.7,4,7.28
França,2023/2024,Vitinha,PSG,24,ME(C),20(5),1860,7,4,-,-,1.6,90.7,0.1,1,7.26
França,2023/2024,Ousmane Dembélé,PSG,26,"MP(CID),DL",15(8),1346,1,8,-,-,1.6,81.6,0.1,4,7.26
França,2023/2024,Edon Zhegrova,Lille,25,MP(D),22(5),1932,5,5,2,-,2.5,82.6,0.2,5,7.23
França,2023/2024,Wilfried Singo,Monaco,23,"DF(CD),ME(D)",21,1890,1,1,7,-,0.9,86.8,2.9,2,7.23
França,2023/2024,Manuel Ugarte,PSG,23,MC,19(3),1726,-,2,5,-,0.3,91.6,0.5,-,7.20
